Year,Stage,Input,Output,Cost
2091,cath,lce,nmc,18.117474869224395
2091,cath,lce,lfp,18.117474869224395
2092,cath,loh,nmc,17.2547379706899
2092,cath,loh,lfp,17.2547379706899
2092,cath,lce,nmc,17.2547379706899
2092,cath,lce,lfp,17.2547379706899
2093,cath,loh,nmc,16.43308378160943
2093,cath,loh,lfp,16.43308378160943
2093,cath,lce,nmc,16.43308378160943
2093,cath,lce,lfp,16.43308378160943
2094,cath,loh,nmc,15.65055598248517
2094,cath,loh,lfp,15.65055598248517
2094,cath,lce,nmc,15.65055598248517
2094,cath,lce,lfp,15.65055598248517
2095,cath,loh,nmc,14.905291411890637
2095,cath,loh,lfp,14.905291411890637
2095,cath,lce,nmc,14.905291411890637
2095,cath,lce,lfp,14.905291411890637
2096,cath,loh,nmc,14.195515630372036
2096,cath,loh,lfp,14.195515630372036
2096,cath,lce,nmc,14.195515630372036
2096,cath,lce,lfp,14.195515630372036
2097,cath,loh,nmc,13.519538695592416
2097,cath,loh,lfp,13.519538695592416
2097,cath,lce,nmc,13.519538695592416
2097,cath,lce,lfp,13.519538695592416
2098,cath,loh,nmc,12.875751138659442
2098,cath,loh,lfp,12.875751138659442
2098,cath,lce,nmc,12.875751138659442
2098,cath,lce,lfp,12.875751138659442
2099,cath,loh,nmc,12.262620132056613
2099,cath,loh,lfp,12.262620132056613
2099,cath,lce,nmc,12.262620132056613
2099,cath,lce,lfp,12.262620132056613
2100,cath,loh,nmc,11.678685840053914
2100,cath,loh,lfp,11.678685840053914
2100,cath,lce,nmc,11.678685840053914
2100,cath,lce,lfp,11.678685840053914
